Year,Units,Regions,Sex,Area,Age,GeoCode,Value
2013,Percent,Almaty city,,,35-44,,5.4
2014,Percent,Almaty city,,,35-44,,3.4
2015,Percent,Almaty city,,,35-44,,3.0
2016,Percent,Almaty city,,,35-44,,3.9
2017,Percent,Almaty city,,,35-44,,3.4
2018,Percent,Almaty city,,,35-44,,3.1
2010,Percent,Almaty city,,,45-54,,5.5
2011,Percent,Almaty city,,,45-54,,4.9
2012,Percent,Almaty city,,,45-54,,6.7
2013,Percent,Almaty city,,,45-54,,3.6
2014,Percent,Almaty city,,,45-54,,4.0
2015,Percent,Almaty city,,,45-54,,3.0
2016,Percent,Almaty city,,,45-54,,4.6
2017,Percent,Almaty city,,,45-54,,5.0
2018,Percent,Almaty city,,,45-54,,4.7
2010,Percent,Almaty city,,,55-64,,4.2
2011,Percent,Almaty city,,,55-64,,4.1
2012,Percent,Almaty city,,,55-64,,5.6
2013,Percent,Almaty city,,,55-64,,4.1
2014,Percent,Almaty city,,,55-64,,9.1
2015,Percent,Almaty city,,,55-64,,3.1
2016,Percent,Almaty city,,,55-64,,6.7
2017,Percent,Almaty city,,,55-64,,7.6
2018,Percent,Almaty city,,,55-64,,5.7
2018,Percent,Shymkent city,,,16-24,,3.7
2018,Percent,Shymkent city,,,25-28,,4.5
2018,Percent,Shymkent city,,,29-34,,7.7
2018,Percent,Shymkent city,,,35-44,,2.8
2018,Percent,Shymkent city,,,45-54,,4.7
2018,Percent,Shymkent city,,,55-64,,8.8
