Year,Units,Regions,Sex,Area,Age,GeoCode,Value
2012,Percent,Nur-Sultan city,,,29-34,,2.9
2013,Percent,Nur-Sultan city,,,29-34,,4.4
2014,Percent,Nur-Sultan city,,,29-34,,2.8
2015,Percent,Nur-Sultan city,,,29-34,,4.0
2016,Percent,Nur-Sultan city,,,29-34,,4.6
2017,Percent,Nur-Sultan city,,,29-34,,1.3
2018,Percent,Nur-Sultan city,,,29-34,,2.8
2010,Percent,Nur-Sultan city,,,35-44,,3.4
2011,Percent,Nur-Sultan city,,,35-44,,3.3
2012,Percent,Nur-Sultan city,,,35-44,,3.9
2013,Percent,Nur-Sultan city,,,35-44,,2.9
2014,Percent,Nur-Sultan city,,,35-44,,2.0
2015,Percent,Nur-Sultan city,,,35-44,,3.7
2016,Percent,Nur-Sultan city,,,35-44,,3.6
2017,Percent,Nur-Sultan city,,,35-44,,2.4
2018,Percent,Nur-Sultan city,,,35-44,,6.2
2010,Percent,Nur-Sultan city,,,45-54,,2.2
2011,Percent,Nur-Sultan city,,,45-54,,2.2
2012,Percent,Nur-Sultan city,,,45-54,,2.4
2013,Percent,Nur-Sultan city,,,45-54,,1.0
2014,Percent,Nur-Sultan city,,,45-54,,4.1
2015,Percent,Nur-Sultan city,,,45-54,,5.0
2016,Percent,Nur-Sultan city,,,45-54,,3.5
2017,Percent,Nur-Sultan city,,,45-54,,10.0
2018,Percent,Nur-Sultan city,,,45-54,,4.8
2010,Percent,Nur-Sultan city,,,55-64,,2.3
2011,Percent,Nur-Sultan city,,,55-64,,2.0
2012,Percent,Nur-Sultan city,,,55-64,,3.7
2013,Percent,Nur-Sultan city,,,55-64,,5.1
2014,Percent,Nur-Sultan city,,,55-64,,4.7
2015,Percent,Nur-Sultan city,,,55-64,,2.8
2016,Percent,Nur-Sultan city,,,55-64,,3.3
2017,Percent,Nur-Sultan city,,,55-64,,23.0
2018,Percent,Nur-Sultan city,,,55-64,,3.7
2010,Percent,Nur-Sultan city,,,65 and older,,0.0
2011,Percent,Nur-Sultan city,,,65 and older,,0.0
2012,Percent,Nur-Sultan city,,,65 and older,,23.2
2013,Percent,Nur-Sultan city,,,65 and older,,32.0
2014,Percent,Nur-Sultan city,,,65 and older,,0.0
2015,Percent,Nur-Sultan city,,,65 and older,,0.0
2016,Percent,Nur-Sultan city,,,65 and older,,1.6
2017,Percent,Nur-Sultan city,,,65 and older,,8.0
2010,Percent,Almaty city,,,16-24,,5.8
2011,Percent,Almaty city,,,16-24,,7.8
2012,Percent,Almaty city,,,16-24,,10.9
2013,Percent,Almaty city,,,16-24,,9.8
2014,Percent,Almaty city,,,16-24,,5.8
2015,Percent,Almaty city,,,16-24,,7.3
2016,Percent,Almaty city,,,16-24,,8.5
2017,Percent,Almaty city,,,16-24,,5.8
2018,Percent,Almaty city,,,16-24,,5.9
2010,Percent,Almaty city,,,25-28,,7.8
2011,Percent,Almaty city,,,25-28,,9.7
2012,Percent,Almaty city,,,25-28,,3.3
2013,Percent,Almaty city,,,25-28,,7.0
2014,Percent,Almaty city,,,25-28,,5.8
2015,Percent,Almaty city,,,25-28,,7.9
2016,Percent,Almaty city,,,25-28,,5.8
2017,Percent,Almaty city,,,25-28,,5.5
2018,Percent,Almaty city,,,25-28,,5.6
2010,Percent,Almaty city,,,29-34,,6.8
2011,Percent,Almaty city,,,29-34,,5.5
2012,Percent,Almaty city,,,29-34,,6.1
2013,Percent,Almaty city,,,29-34,,5.4
2014,Percent,Almaty city,,,29-34,,5.8
2015,Percent,Almaty city,,,29-34,,7.2
2016,Percent,Almaty city,,,29-34,,6.6
2017,Percent,Almaty city,,,29-34,,6.0
2018,Percent,Almaty city,,,29-34,,7.5
2010,Percent,Almaty city,,,35-44,,11.8
2011,Percent,Almaty city,,,35-44,,7.4
2012,Percent,Almaty city,,,35-44,,8.0
2013,Percent,Almaty city,,,35-44,,9.3
2014,Percent,Almaty city,,,35-44,,6.7
2015,Percent,Almaty city,,,35-44,,8.6
2016,Percent,Almaty city,,,35-44,,6.1
2017,Percent,Almaty city,,,35-44,,7.5
2018,Percent,Almaty city,,,35-44,,6.7
2010,Percent,Almaty city,,,45-54,,8.2
2011,Percent,Almaty city,,,45-54,,7.7
2012,Percent,Almaty city,,,45-54,,7.5
2013,Percent,Almaty city,,,45-54,,8.5
2014,Percent,Almaty city,,,45-54,,7.1
2015,Percent,Almaty city,,,45-54,,6.0
2016,Percent,Almaty city,,,45-54,,6.5
2017,Percent,Almaty city,,,45-54,,7.6
2018,Percent,Almaty city,,,45-54,,7.9
2010,Percent,Almaty city,,,55-64,,10.6
2011,Percent,Almaty city,,,55-64,,9.6
2012,Percent,Almaty city,,,55-64,,10.7
2013,Percent,Almaty city,,,55-64,,11.8
2014,Percent,Almaty city,,,55-64,,8.5
2015,Percent,Almaty city,,,55-64,,6.6
2016,Percent,Almaty city,,,55-64,,9.3
2017,Percent,Almaty city,,,55-64,,7.6
2018,Percent,Almaty city,,,55-64,,5.0
2010,Percent,Almaty city,,,65 and older,,6.5
2011,Percent,Almaty city,,,65 and older,,4.1
2012,Percent,Almaty city,,,65 and older,,0.0
2013,Percent,Almaty city,,,65 and older,,0.0
2014,Percent,Almaty city,,,65 and older,,9.0
2015,Percent,Almaty city,,,65 and older,,5.2
2016,Percent,Almaty city,,,65 and older,,20.7
2017,Percent,Almaty city,,,65 and older,,10.1
2018,Percent,Almaty city,,,65 and older,,1.3
2018,Percent,Shymkent city,,,16-24,,7.6
2018,Percent,Shymkent city,,,25-28,,4.7
2018,Percent,Shymkent city,,,29-34,,5.2
2018,Percent,Shymkent city,,,35-44,,4.4
2018,Percent,Shymkent city,,,45-54,,4.9
2018,Percent,Shymkent city,,,55-64,,15.0
