Year,Units,Жынысы,Өңірлер,Аймақ,Білім беру,Отбасылық жағдайы,азаматтығы,GeoCode,Value
2017,пайыз,ұлдар,,,орта кәсіби,,,,10.608695652173914
2018,пайыз,ұлдар,,,орта кәсіби,,,,10.095137420718817
2010,пайыз,ұлдар,,,орташа жалпы,,,,47.26500265533723
2011,пайыз,ұлдар,,,орташа жалпы,,,,46.03597601598934
2012,пайыз,ұлдар,,,орташа жалпы,,,,41.12490869247626
2013,пайыз,ұлдар,,,орташа жалпы,,,,30.563250230840264
2014,пайыз,ұлдар,,,орташа жалпы,,,,27.872582480091015
2015,пайыз,ұлдар,,,орташа жалпы,,,,21.634615384615387
2016,пайыз,ұлдар,,,орташа жалпы,,,,24.48418156808804
2017,пайыз,ұлдар,,,орташа жалпы,,,,24.869565217391305
2018,пайыз,ұлдар,,,орташа жалпы,,,,21.775898520084567
2010,пайыз,ұлдар,,,толық емес орта,,,,1.2745618693574083
2011,пайыз,ұлдар,,,толық емес орта,,,,2.8647568287808127
2012,пайыз,ұлдар,,,толық емес орта,,,,1.6800584368151936
2013,пайыз,ұлдар,,,толық емес орта,,,,1.5697137580794094
2014,пайыз,ұлдар,,,толық емес орта,,,,1.9340159271899888
2015,пайыз,ұлдар,,,толық емес орта,,,,2.283653846153846
2016,пайыз,ұлдар,,,толық емес орта,,,,1.6506189821182942
2017,пайыз,ұлдар,,,толық емес орта,,,,2.4347826086956523
2018,пайыз,ұлдар,,,толық емес орта,,,,1.3742071881606766
2010,пайыз,ұлдар,,,бастапқы және төменгі,,,,5.3637812002124265
2011,пайыз,ұлдар,,,бастапқы және төменгі,,,,2.331778814123917
2012,пайыз,ұлдар,,,бастапқы және төменгі,,,,3.506208911614317
2013,пайыз,ұлдар,,,бастапқы және төменгі,,,,3.5087719298245608
2014,пайыз,ұлдар,,,бастапқы және төменгі,,,,0.4550625711035267
2015,пайыз,ұлдар,,,бастапқы және төменгі,,,,1.9230769230769231
2016,пайыз,ұлдар,,,бастапқы және төменгі,,,,1.237964236588721
2017,пайыз,ұлдар,,,бастапқы және төменгі,,,,1.2173913043478262
2018,пайыз,ұлдар,,,бастапқы және төменгі,,,,2.4312896405919657
2010,пайыз,ұлдар,,,көрсетілмеген,,,,8.975039830058419
2011,пайыз,ұлдар,,,көрсетілмеген,,,,7.6615589606928705
2012,пайыз,ұлдар,,,көрсетілмеген,,,,16.8736303871439
2013,пайыз,ұлдар,,,көрсетілмеген,,,,36.84210526315789
2014,пайыз,ұлдар,,,көрсетілмеген,,,,39.70420932878271
2015,пайыз,ұлдар,,,көрсетілмеген,,,,45.3125
2016,пайыз,ұлдар,,,көрсетілмеген,,,,38.51444291609353
2017,пайыз,ұлдар,,,көрсетілмеген,,,,42.434782608695656
2018,пайыз,ұлдар,,,көрсетілмеген,,,,55.23255813953488
2010,пайыз,қыздар,,,жоғары,,,,17.00374531835206
2011,пайыз,қыздар,,,жоғары,,,,19.516728624535318
2012,пайыз,қыздар,,,жоғары,,,,16.432865731462925
2013,пайыз,қыздар,,,жоғары,,,,13.862718707940779
2014,пайыз,қыздар,,,жоғары,,,,18.867924528301888
2015,пайыз,қыздар,,,жоғары,,,,16.57848324514991
2016,пайыз,қыздар,,,жоғары,,,,15.520628683693516
2017,пайыз,қыздар,,,жоғары,,,,15.865384615384615
2018,пайыз,қыздар,,,жоғары,,,,8.978328173374614
2010,пайыз,қыздар,,,толық емес жоғары,,,,1.7228464419475655
2011,пайыз,қыздар,,,толық емес жоғары,,,,1.858736059479554
2012,пайыз,қыздар,,,толық емес жоғары,,,,1.7034068136272544
2013,пайыз,қыздар,,,толық емес жоғары,,,,2.5572005383580083
2014,пайыз,қыздар,,,толық емес жоғары,,,,2.044025157232704
2015,пайыз,қыздар,,,толық емес жоғары,,,,1.4109347442680775
2016,пайыз,қыздар,,,толық емес жоғары,,,,1.5717092337917484
2017,пайыз,қыздар,,,толық емес жоғары,,,,1.9230769230769231
2018,пайыз,қыздар,,,толық емес жоғары,,,,0.38699690402476783
2010,пайыз,қыздар,,,орта кәсіби,,,,17.078651685393258
2011,пайыз,қыздар,,,орта кәсіби,,,,19.237918215613387
2012,пайыз,қыздар,,,орта кәсіби,,,,19.03807615230461
2013,пайыз,қыздар,,,орта кәсіби,,,,12.382234185733507
2014,пайыз,қыздар,,,орта кәсіби,,,,12.578616352201259
2015,пайыз,қыздар,,,орта кәсіби,,,,11.992945326278658
2016,пайыз,қыздар,,,орта кәсіби,,,,14.734774066797645
2017,пайыз,қыздар,,,орта кәсіби,,,,13.942307692307693
2018,пайыз,қыздар,,,орта кәсіби,,,,8.90092879256966
2010,пайыз,қыздар,,,орташа жалпы,,,,47.940074906367045
2011,пайыз,қыздар,,,орташа жалпы,,,,47.39776951672863
2012,пайыз,қыздар,,,орташа жалпы,,,,39.879759519038075
2013,пайыз,қыздар,,,орташа жалпы,,,,31.090174966352624
2014,пайыз,қыздар,,,орташа жалпы,,,,25.94339622641509
2015,пайыз,қыздар,,,орташа жалпы,,,,24.16225749559083
2016,пайыз,қыздар,,,орташа жалпы,,,,27.701375245579573
2017,пайыз,қыздар,,,орташа жалпы,,,,25.961538461538463
2018,пайыз,қыздар,,,орташа жалпы,,,,22.291021671826623
2010,пайыз,қыздар,,,толық емес орта,,,,1.647940074906367
2011,пайыз,қыздар,,,толық емес орта,,,,2.137546468401487
2012,пайыз,қыздар,,,толық емес орта,,,,1.6032064128256511
2013,пайыз,қыздар,,,толық емес орта,,,,1.3458950201884252
2014,пайыз,қыздар,,,толық емес орта,,,,1.572327044025157
2015,пайыз,қыздар,,,толық емес орта,,,,1.7636684303350971
2016,пайыз,қыздар,,,толық емес орта,,,,1.5717092337917484
2017,пайыз,қыздар,,,толық емес орта,,,,2.1634615384615383
2018,пайыз,қыздар,,,толық емес орта,,,,1.5479876160990709
2010,пайыз,қыздар,,,бастапқы және төменгі,,,,4.2696629213483135
2011,пайыз,қыздар,,,бастапқы және төменгі,,,,1.7657992565055762
2012,пайыз,қыздар,,,бастапқы және төменгі,,,,3.006012024048096
2013,пайыз,қыздар,,,бастапқы және төменгі,,,,2.4226110363391657
2014,пайыз,қыздар,,,бастапқы және төменгі,,,,0.628930817610063
2015,пайыз,қыздар,,,бастапқы және төменгі,,,,1.2345679012345678
2016,пайыз,қыздар,,,бастапқы және төменгі,,,,0.5893909626719057
2017,пайыз,қыздар,,,бастапқы және төменгі,,,,0.9615384615384616
2018,пайыз,қыздар,,,бастапқы және төменгі,,,,1.4705882352941175
2010,пайыз,қыздар,,,көрсетілмеген,,,,10.337078651685394
2011,пайыз,қыздар,,,көрсетілмеген,,,,8.085501858736059
2012,пайыз,қыздар,,,көрсетілмеген,,,,18.336673346693388
2013,пайыз,қыздар,,,көрсетілмеген,,,,36.339165545087475
2014,пайыз,қыздар,,,көрсетілмеген,,,,38.36477987421385
2015,пайыз,қыздар,,,көрсетілмеген,,,,42.857142857142854
2016,пайыз,қыздар,,,көрсетілмеген,,,,38.310412573673865
2017,пайыз,қыздар,,,көрсетілмеген,,,,39.18269230769232
2018,пайыз,қыздар,,,көрсетілмеген,,,,56.424148606811144
2010,пайыз,,,городское население,жоғары,,,,23.408965135583838
2011,пайыз,,,городское население,жоғары,,,,25.016286644951137
2012,пайыз,,,городское население,жоғары,,,,23.52501867064974
2013,пайыз,,,городское население,жоғары,,,,19.047619047619047
2014,пайыз,,,городское население,жоғары,,,,23.151125401929264
2015,пайыз,,,городское население,жоғары,,,,21.040974529346627
2016,пайыз,,,городское население,жоғары,,,,21.494102228047186
2017,пайыз,,,городское население,жоғары,,,,21.217391304347828
2018,пайыз,,,городское население,жоғары,,,,10.130010834236186
2010,пайыз,,,городское население,толық емес жоғары,,,,3.0437188710570005
2011,пайыз,,,городское население,толық емес жоғары,,,,2.4755700325732897
2012,пайыз,,,городское население,толық емес жоғары,,,,2.3898431665421955
2013,пайыз,,,городское население,толық емес жоғары,,,,2.0541549953314657
2014,пайыз,,,городское население,толық емес жоғары,,,,2.0364415862808145
2015,пайыз,,,городское население,толық емес жоғары,,,,2.3255813953488373
2016,пайыз,,,городское население,толық емес жоғары,,,,1.703800786369594
2017,пайыз,,,городское население,толық емес жоғары,,,,1.0434782608695654
2018,пайыз,,,городское население,толық емес жоғары,,,,0.37919826652221017
2010,пайыз,,,городское население,орта кәсіби,,,,19.867183176535693
2011,пайыз,,,городское население,орта кәсіби,,,,20.260586319218238
2012,пайыз,,,городское население,орта кәсіби,,,,19.79088872292756
2013,пайыз,,,городское население,орта кәсіби,,,,12.791783380018673
2014,пайыз,,,городское население,орта кәсіби,,,,10.718113612004288
2015,пайыз,,,городское население,орта кәсіби,,,,11.295681063122926
2016,пайыз,,,городское население,орта кәсіби,,,,13.368283093053734
2017,пайыз,,,городское население,орта кәсіби,,,,11.826086956521738
2018,пайыз,,,городское население,орта кәсіби,,,,10.455037919826651
2010,пайыз,,,городское население,орташа жалпы,,,,36.413945766463755
2011,пайыз,,,городское население,орташа жалпы,,,,38.892508143322466
2012,пайыз,,,городское население,орташа жалпы,,,,32.63629574309186
2013,пайыз,,,городское население,орташа жалпы,,,,28.011204481792717
2014,пайыз,,,городское население,орташа жалпы,,,,22.61521972132905
2015,пайыз,,,городское население,орташа жалпы,,,,20.04429678848284
2016,пайыз,,,городское население,орташа жалпы,,,,24.508519003931852
2017,пайыз,,,городское население,орташа жалпы,,,,23.82608695652174
2018,пайыз,,,городское население,орташа жалпы,,,,23.997833152762734
2010,пайыз,,,городское население,толық емес орта,,,,1.3281682346430548
2011,пайыз,,,городское население,толық емес орта,,,,3.3224755700325734
2012,пайыз,,,городское население,толық емес орта,,,,1.568334578043316
2013,пайыз,,,городское население,толық емес орта,,,,1.30718954248366
2014,пайыз,,,городское население,толық емес орта,,,,1.5005359056806002
2015,пайыз,,,городское население,толық емес орта,,,,2.1040974529346617
2016,пайыз,,,городское население,толық емес орта,,,,1.4416775884665791
2017,пайыз,,,городское население,толық емес орта,,,,1.5652173913043481
2018,пайыз,,,городское население,толық емес орта,,,,1.2459371614301191
2010,пайыз,,,городское население,бастапқы және төменгі,,,,4.925290536801328
2011,пайыз,,,городское население,бастапқы және төменгі,,,,1.6286644951140066
2012,пайыз,,,городское население,бастапқы және төменгі,,,,3.3607169529499625
2013,пайыз,,,городское население,бастапқы және төменгі,,,,2.6143790849673203
2014,пайыз,,,городское население,бастапқы және төменгі,,,,0.7502679528403001
2015,пайыз,,,городское население,бастапқы және төменгі,,,,1.7718715393133997
2016,пайыз,,,городское население,бастапқы және төменгі,,,,1.4416775884665791
2017,пайыз,,,городское население,бастапқы және төменгі,,,,0.8695652173913043
2018,пайыз,,,городское население,бастапқы және төменгі,,,,2.2210184182015174
2010,пайыз,,,городское население,көрсетілмеген,,,,11.01272827891533
2011,пайыз,,,городское население,көрсетілмеген,,,,8.403908794788274
2012,пайыз,,,городское население,көрсетілмеген,,,,16.728902165795375
2013,пайыз,,,городское население,көрсетілмеген,,,,34.173669467787114
2014,пайыз,,,городское население,көрсетілмеген,,,,39.228295819935695
2015,пайыз,,,городское население,көрсетілмеген,,,,41.41749723145072
2016,пайыз,,,городское население,көрсетілмеген,,,,36.041939711664476
2017,пайыз,,,городское население,көрсетілмеген,,,,39.65217391304348
2018,пайыз,,,городское население,көрсетілмеген,,,,51.5709642470206
2010,пайыз,,,сельское население,жоғары,,,,9.851169383416018
2011,пайыз,,,сельское население,жоғары,,,,12.284069097888676
2012,пайыз,,,сельское население,жоғары,,,,9.241245136186773
2013,пайыз,,,сельское население,жоғары,,,,7.284768211920531
2014,пайыз,,,сельское население,жоғары,,,,9.45017182130584
2015,пайыз,,,сельское население,жоғары,,,,7.056451612903228
2016,пайыз,,,сельское население,жоғары,,,,10.782241014799157
2017,пайыз,,,сельское население,жоғары,,,,10.336538461538463
2018,пайыз,,,сельское население,жоғары,,,,6.95067264573991
2010,пайыз,,,сельское население,толық емес жоғары,,,,1.0630758327427356
2011,пайыз,,,сельское население,толық емес жоғары,,,,1.8234165067178505
2012,пайыз,,,сельское население,толық емес жоғары,,,,1.5564202334630348
2013,пайыз,,,сельское население,толық емес жоғары,,,,2.119205298013245
2014,пайыз,,,сельское население,толық емес жоғары,,,,2.405498281786942
2015,пайыз,,,сельское население,толық емес жоғары,,,,0.6048387096774194
2016,пайыз,,,сельское население,толық емес жоғары,,,,1.4799154334038054
2017,пайыз,,,сельское население,толық емес жоғары,,,,2.1634615384615383
2018,пайыз,,,сельское население,толық емес жоғары,,,,0.4484304932735426
2010,пайыз,,,сельское население,орта кәсіби,,,,13.182140326009922
2011,пайыз,,,сельское население,орта кәсіби,,,,16.698656429942414
2012,пайыз,,,сельское население,орта кәсіби,,,,14.785992217898832
2013,пайыз,,,сельское население,орта кәсіби,,,,10.331125827814569
2014,пайыз,,,сельское население,орта кәсіби,,,,12.542955326460481
2015,пайыз,,,сельское население,орта кәсіби,,,,11.895161290322582
2016,пайыз,,,сельское население,орта кәсіби,,,,15.433403805496829
2017,пайыз,,,сельское население,орта кәсіби,,,,12.259615384615385
2018,пайыз,,,сельское население,орта кәсіби,,,,8.44544095665172
2010,пайыз,,,сельское население,орташа жалпы,,,,61.800141743444364
2011,пайыз,,,сельское население,орташа жалпы,,,,57.965451055662186
2012,пайыз,,,сельское население,орташа жалпы,,,,50.97276264591439
2013,пайыз,,,сельское население,орташа жалпы,,,,34.70198675496688
2014,пайыз,,,сельское население,орташа жалпы,,,,34.192439862542955
2015,пайыз,,,сельское население,орташа жалпы,,,,27.41935483870968
2016,пайыз,,,сельское население,орташа жалпы,,,,27.90697674418605
2017,пайыз,,,сельское население,орташа жалпы,,,,27.40384615384616
2018,пайыз,,,сельское население,орташа жалпы,,,,19.20777279521674
2010,пайыз,,,сельское население,толық емес орта,,,,1.559177888022679
2011,пайыз,,,сельское население,толық емес орта,,,,1.4395393474088292
2012,пайыз,,,сельское население,толық емес орта,,,,1.7509727626459144
2013,пайыз,,,сельское население,толық емес орта,,,,1.7218543046357615
2014,пайыз,,,сельское население,толық емес орта,,,,2.233676975945017
2015,пайыз,,,сельское население,толық емес орта,,,,2.0161290322580645
2016,пайыз,,,сельское население,толық емес орта,,,,1.9027484143763207
2017,пайыз,,,сельское население,толық емес орта,,,,3.3653846153846154
2018,пайыз,,,сельское население,толық емес орта,,,,1.7189835575485801
2010,пайыз,,,сельское население,бастапқы және төменгі,,,,4.8901488306165835
2011,пайыз,,,сельское население,бастапқы және төменгі,,,,2.783109404990403
2012,пайыз,,,сельское население,бастапқы және төменгі,,,,3.2101167315175085
2013,пайыз,,,сельское население,бастапқы және төменгі,,,,3.708609271523178
2014,пайыз,,,сельское население,бастапқы және төменгі,,,,0.1718213058419244
2015,пайыз,,,сельское население,бастапқы және төменгі,,,,1.411290322580645
2016,пайыз,,,сельское население,бастапқы және төменгі,,,,0.21141649048625802
2017,пайыз,,,сельское население,бастапқы және төменгі,,,,1.4423076923076923
2018,пайыз,,,сельское население,бастапқы және төменгі,,,,1.7937219730941705
2010,пайыз,,,сельское население,көрсетілмеген,,,,7.654145995747696
2011,пайыз,,,сельское население,көрсетілмеген,,,,7.0057581573896375
2012,пайыз,,,сельское население,көрсетілмеген,,,,18.482490272373546
2013,пайыз,,,сельское население,көрсетілмеген,,,,40.132450331125824
2014,пайыз,,,сельское население,көрсетілмеген,,,,39.00343642611684
2015,пайыз,,,сельское население,көрсетілмеген,,,,49.596774193548384
2016,пайыз,,,сельское население,көрсетілмеген,,,,42.28329809725159
2017,пайыз,,,сельское население,көрсетілмеген,,,,43.028846153846146
2018,пайыз,,,сельское население,көрсетілмеген,,,,61.43497757847533
2010,пайыз,ұлдар,,,,үйленген,,,54.85926712692512
2011,пайыз,ұлдар,,,,үйленген,,,59.893404397068615
2012,пайыз,ұлдар,,,,үйленген,,,55.003652300949604
2013,пайыз,ұлдар,,,,үйленген,,,46.26038781163435
2014,пайыз,ұлдар,,,,үйленген,,,47.66780432309442
2015,пайыз,ұлдар,,,,үйленген,,,42.30769230769232
2016,пайыз,ұлдар,,,,үйленген,,,48.005502063273724
2017,пайыз,ұлдар,,,,үйленген,,,46.43478260869565
2018,пайыз,ұлдар,,,,үйленген,,,36.36363636363637
2010,пайыз,ұлдар,,,,үйленген жоқ,,,33.0323951141795
2011,пайыз,ұлдар,,,,үйленген жоқ,,,29.31379080612925
2012,пайыз,ұлдар,,,,үйленген жоқ,,,23.59386413440468
2013,пайыз,ұлдар,,,,үйленген жоқ,,,18.097876269621423
2014,пайыз,ұлдар,,,,үйленген жоқ,,,16.723549488054605
2015,пайыз,ұлдар,,,,үйленген жоқ,,,15.504807692307693
2016,пайыз,ұлдар,,,,үйленген жоқ,,,14.580467675378268
2017,пайыз,ұлдар,,,,үйленген жоқ,,,12.869565217391305
2018,пайыз,ұлдар,,,,үйленген жоқ,,,13.213530655391116
2010,пайыз,ұлдар,,,,жесір,,,0.10621348911311736
2011,пайыз,ұлдар,,,,жесір,,,0.2664890073284477
2012,пайыз,ұлдар,,,,жесір,,,0.07304601899196493
2013,пайыз,ұлдар,,,,жесір,,,0.2770083102493075
2014,пайыз,ұлдар,,,,жесір,,,0.11376564277588168
2015,пайыз,ұлдар,,,,жесір,,,0.0
2016,пайыз,ұлдар,,,,жесір,,,0.1375515818431912
2017,пайыз,ұлдар,,,,жесір,,,0.0
2018,пайыз,ұлдар,,,,жесір,,,0.15856236786469344
2010,пайыз,ұлдар,,,,ажырасқан,,,0.5310674455655868
2011,пайыз,ұлдар,,,,ажырасқан,,,0.4663557628247834
2012,пайыз,ұлдар,,,,ажырасқан,,,0.2921840759678598
2013,пайыз,ұлдар,,,,ажырасқан,,,0.09233610341643582
2014,пайыз,ұлдар,,,,ажырасқан,,,0.6825938566552902
2015,пайыз,ұлдар,,,,ажырасқан,,,0.3605769230769231
2016,пайыз,ұлдар,,,,ажырасқан,,,0.0
2017,пайыз,ұлдар,,,,ажырасқан,,,0.5217391304347827
2018,пайыз,ұлдар,,,,ажырасқан,,,0.21141649048625802
2010,пайыз,ұлдар,,,,көрсетілмеген,,,11.471056824216676
2011,пайыз,ұлдар,,,,көрсетілмеген,,,10.0599600266489
2012,пайыз,ұлдар,,,,көрсетілмеген,,,21.037253469685897
2013,пайыз,ұлдар,,,,көрсетілмеген,,,35.272391505078495
2014,пайыз,ұлдар,,,,көрсетілмеген,,,34.8122866894198
2015,пайыз,ұлдар,,,,көрсетілмеген,,,41.82692307692308
2016,пайыз,ұлдар,,,,көрсетілмеген,,,37.27647867950481
2017,пайыз,ұлдар,,,,көрсетілмеген,,,40.17391304347826
2018,пайыз,ұлдар,,,,көрсетілмеген,,,50.052854122621575
2010,пайыз,қыздар,,,,үйленген,,,54.7565543071161
2011,пайыз,қыздар,,,,үйленген,,,58.36431226765799
2012,пайыз,қыздар,,,,үйленген,,,53.05917753259778
2013,пайыз,қыздар,,,,үйленген,,,47.91386271870793
2014,пайыз,қыздар,,,,үйленген,,,48.899371069182386
2015,пайыз,қыздар,,,,үйленген,,,45.85537918871252
2016,пайыз,қыздар,,,,үйленген,,,51.27701375245579
2017,пайыз,қыздар,,,,үйленген,,,51.20192307692307
2018,пайыз,қыздар,,,,үйленген,,,36.30030959752322
2010,пайыз,қыздар,,,,үйленген жоқ,,,31.011235955056186
2011,пайыз,қыздар,,,,үйленген жоқ,,,29.182156133829004
2012,пайыз,қыздар,,,,үйленген жоқ,,,21.965897693079235
2013,пайыз,қыздар,,,,үйленген жоқ,,,17.765814266487215
2014,пайыз,қыздар,,,,үйленген жоқ,,,15.723270440251572
2015,пайыз,қыздар,,,,үйленген жоқ,,,14.109347442680777
2016,пайыз,қыздар,,,,үйленген жоқ,,,11.591355599214143
2017,пайыз,қыздар,,,,үйленген жоқ,,,10.817307692307693
2018,пайыз,қыздар,,,,үйленген жоқ,,,12.693498452012385
2010,пайыз,қыздар,,,,жесір,,,0.0
2011,пайыз,қыздар,,,,жесір,,,0.09293680297397768
2012,пайыз,қыздар,,,,жесір,,,0.0
2013,пайыз,қыздар,,,,жесір,,,0.0
2014,пайыз,қыздар,,,,жесір,,,0.15723270440251574
2015,пайыз,қыздар,,,,жесір,,,0.1763668430335097
2016,пайыз,қыздар,,,,жесір,,,0.0
2017,пайыз,қыздар,,,,жесір,,,0.2403846153846154
2018,пайыз,қыздар,,,,жесір,,,0.541795665634675
2010,пайыз,қыздар,,,,ажырасқан,,,0.8988764044943821
2011,пайыз,қыздар,,,,ажырасқан,,,0.7434944237918215
2012,пайыз,қыздар,,,,ажырасқан,,,0.20060180541624875
2013,пайыз,қыздар,,,,ажырасқан,,,0.13458950201884254
2014,пайыз,қыздар,,,,ажырасқан,,,0.628930817610063
2015,пайыз,қыздар,,,,ажырасқан,,,0.3527336860670194
2016,пайыз,қыздар,,,,ажырасқан,,,0.3929273084479371
2017,пайыз,қыздар,,,,ажырасқан,,,0.4807692307692308
2018,пайыз,қыздар,,,,ажырасқан,,,0.30959752321981426
2010,пайыз,қыздар,,,,көрсетілмеген,,,13.333333333333336
2011,пайыз,қыздар,,,,көрсетілмеген,,,11.617100371747213
2012,пайыз,қыздар,,,,көрсетілмеген,,,24.774322968906716
2013,пайыз,қыздар,,,,көрсетілмеген,,,34.185733512786
2014,пайыз,қыздар,,,,көрсетілмеген,,,34.59119496855346
2015,пайыз,қыздар,,,,көрсетілмеген,,,39.50617283950617
2016,пайыз,қыздар,,,,көрсетілмеген,,,36.738703339882115
2017,пайыз,қыздар,,,,көрсетілмеген,,,37.259615384615394
2018,пайыз,қыздар,,,,көрсетілмеген,,,50.15479876160991
2010,пайыз,,,городское население,,үйленген,,,53.90149418926397
2011,пайыз,,,городское население,,үйленген,,,58.37133550488599
2012,пайыз,,,городское население,,үйленген,,,53.62210604929052
2013,пайыз,,,городское население,,үйленген,,,47.61904761904761
2014,пайыз,,,городское население,,үйленген,,,45.98070739549839
2015,пайыз,,,городское население,,үйленген,,,45.73643410852714
2016,пайыз,,,городское население,,үйленген,,,50.58977719528178
2017,пайыз,,,городское население,,үйленген,,,48.69565217391305
2018,пайыз,,,городское население,,үйленген,,,39.27410617551463
2010,пайыз,,,городское население,,үйленген жоқ,,,31.820697288323174
2011,пайыз,,,городское население,,үйленген жоқ,,,29.055374592833875
2012,пайыз,,,городское население,,үйленген жоқ,,,24.346527259148626
2013,пайыз,,,городское население,,үйленген жоқ,,,19.70121381886088
2014,пайыз,,,городское население,,үйленген жоқ,,,19.18542336548768
2015,пайыз,,,городское население,,үйленген жоқ,,,16.832779623477293
2016,пайыз,,,городское население,,үйленген жоқ,,,13.761467889908257
2017,пайыз,,,городское население,,үйленген жоқ,,,13.043478260869565
2018,пайыз,,,городское население,,үйленген жоқ,,,13.867822318526542
2010,пайыз,,,городское население,,жесір,,,0.0
2011,пайыз,,,городское население,,жесір,,,0.13029315960912052
2012,пайыз,,,городское население,,жесір,,,0.07468259895444362
2013,пайыз,,,городское население,,жесір,,,0.09337068160597572
2014,пайыз,,,городское население,,жесір,,,0.0
2015,пайыз,,,городское население,,жесір,,,0.11074197120708748
2016,пайыз,,,городское население,,жесір,,,0.0
2017,пайыз,,,городское население,,жесір,,,0.17391304347826084
2018,пайыз,,,городское население,,жесір,,,0.2708559046587216
2010,пайыз,,,городское население,,ажырасқан,,,0.8854454897620365
2011,пайыз,,,городское население,,ажырасқан,,,0.4560260586319218
2012,пайыз,,,городское население,,ажырасқан,,,0.4480955937266617
2013,пайыз,,,городское население,,ажырасқан,,,0.18674136321195145
2014,пайыз,,,городское население,,ажырасқан,,,0.964630225080386
2015,пайыз,,,городское население,,ажырасқан,,,0.3322259136212625
2016,пайыз,,,городское население,,ажырасқан,,,0.1310615989515072
2017,пайыз,,,городское население,,ажырасқан,,,0.6956521739130435
2018,пайыз,,,городское население,,ажырасқан,,,0.4333694474539545
2010,пайыз,,,городское население,,көрсетілмеген,,,13.392363032650804
2011,пайыз,,,городское население,,көрсетілмеген,,,11.986970684039088
2012,пайыз,,,городское население,,көрсетілмеген,,,21.50858849887976
2013,пайыз,,,городское население,,көрсетілмеген,,,32.39962651727357
2014,пайыз,,,городское население,,көрсетілмеген,,,33.86923901393355
2015,пайыз,,,городское население,,көрсетілмеген,,,36.987818383167216
2016,пайыз,,,городское население,,көрсетілмеген,,,35.51769331585846
2017,пайыз,,,городское население,,көрсетілмеген,,,37.39130434782609
2018,пайыз,,,городское население,,көрсетілмеген,,,46.153846153846146
2010,пайыз,,,сельское население,,үйленген,,,55.988660524450744
2011,пайыз,,,сельское население,,үйленген,,,60.55662188099811
2012,пайыз,,,сельское население,,үйленген,,,54.86381322957199
2013,пайыз,,,сельское население,,үйленген,,,45.96026490066225
2014,пайыз,,,сельское население,,үйленген,,,51.718213058419245
2015,пайыз,,,сельское население,,үйленген,,,40.12096774193548
2016,пайыз,,,сельское население,,үйленген,,,47.357293868921786
2017,пайыз,,,сельское население,,үйленген,,,48.07692307692307
2018,пайыз,,,сельское население,,үйленген,,,32.28699551569507
2010,пайыз,,,сельское население,,үйленген жоқ,,,32.67186392629341
2011,пайыз,,,сельское население,,үйленген жоқ,,,29.558541266794624
2012,пайыз,,,сельское население,,үйленген жоқ,,,21.011673151750973
2013,пайыз,,,сельское население,,үйленген жоқ,,,15.496688741721856
2014,пайыз,,,сельское население,,үйленген жоқ,,,11.683848797250855
2015,пайыз,,,сельское население,,үйленген жоқ,,,11.491935483870964
2016,пайыз,,,сельское население,,үйленген жоқ,,,12.684989429175475
2017,пайыз,,,сельское население,,үйленген жоқ,,,10.576923076923077
2018,пайыз,,,сельское население,,үйленген жоқ,,,11.80866965620329
2010,пайыз,,,сельское население,,жесір,,,0.14174344436569808
2011,пайыз,,,сельское население,,жесір,,,0.28790786948176583
2012,пайыз,,,сельское население,,жесір,,,0.09727626459143968
2013,пайыз,,,сельское население,,жесір,,,0.26490066225165565
2014,пайыз,,,сельское население,,жесір,,,0.3436426116838488
2015,пайыз,,,сельское население,,жесір,,,0.0
2016,пайыз,,,сельское население,,жесір,,,0.21141649048625802
2017,пайыз,,,сельское население,,жесір,,,0.0
2018,пайыз,,,сельское население,,жесір,,,0.37369207772795215
2010,пайыз,,,сельское население,,ажырасқан,,,0.42523033309709424
2011,пайыз,,,сельское население,,ажырасқан,,,0.7677543186180422
2012,пайыз,,,сельское население,,ажырасқан,,,0.0
2013,пайыз,,,сельское население,,ажырасқан,,,0.0
2014,пайыз,,,сельское население,,ажырасқан,,,0.1718213058419244
2015,пайыз,,,сельское население,,ажырасқан,,,0.4032258064516129
2016,пайыз,,,сельское население,,ажырасқан,,,0.21141649048625802
2017,пайыз,,,сельское население,,ажырасқан,,,0.2403846153846154
2018,пайыз,,,сельское население,,ажырасқан,,,0.0
2010,пайыз,,,сельское население,,көрсетілмеген,,,10.772501771793056
2011,пайыз,,,сельское население,,көрсетілмеген,,,8.829174664107486
2012,пайыз,,,сельское население,,көрсетілмеген,,,24.027237354085607
2013,пайыз,,,сельское население,,көрсетілмеген,,,38.27814569536425
2014,пайыз,,,сельское население,,көрсетілмеген,,,36.082474226804116
2015,пайыз,,,сельское население,,көрсетілмеген,,,47.983870967741936
2016,пайыз,,,сельское население,,көрсетілмеген,,,39.53488372093023
2017,пайыз,,,сельское население,,көрсетілмеген,,,41.105769230769226
2018,пайыз,,,сельское население,,көрсетілмеген,,,55.53064275037371
2010,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан,,99.68135953266064
2011,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан,,99.93337774816787
2012,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан,,99.70781592403212
2013,пайыз,ұлдар,,,,анасының азаматтығы бойынша,Қазақстан,,99.72299168975071
