Year,Units,Өңірлер,Жынысы,Аймақ,Жасы,GeoCode,Value
2016,пайыз,Алматы қаласы,,,29-34,,17.8
2017,пайыз,Алматы қаласы,,,29-34,,11.3
2018,пайыз,Алматы қаласы,,,29-34,,11.1
2012,пайыз,Алматы қаласы,,,35-44,,9.0
2013,пайыз,Алматы қаласы,,,35-44,,9.8
2014,пайыз,Алматы қаласы,,,35-44,,16.1
2015,пайыз,Алматы қаласы,,,35-44,,11.1
2016,пайыз,Алматы қаласы,,,35-44,,16.5
2017,пайыз,Алматы қаласы,,,35-44,,10.3
2018,пайыз,Алматы қаласы,,,35-44,,11.9
2012,пайыз,Алматы қаласы,,,45-54,,7.8
2013,пайыз,Алматы қаласы,,,45-54,,8.0
2014,пайыз,Алматы қаласы,,,45-54,,12.1
2015,пайыз,Алматы қаласы,,,45-54,,10.5
2016,пайыз,Алматы қаласы,,,45-54,,14.2
2017,пайыз,Алматы қаласы,,,45-54,,9.8
2018,пайыз,Алматы қаласы,,,45-54,,10.3
2012,пайыз,Алматы қаласы,,,55-64,,9.1
2013,пайыз,Алматы қаласы,,,55-64,,8.0
2014,пайыз,Алматы қаласы,,,55-64,,13.3
2015,пайыз,Алматы қаласы,,,55-64,,8.4
2016,пайыз,Алматы қаласы,,,55-64,,16.6
2017,пайыз,Алматы қаласы,,,55-64,,11.0
2018,пайыз,Алматы қаласы,,,55-64,,6.5
2012,пайыз,Алматы қаласы,,,65 және одан үлкен,,28.6
2013,пайыз,Алматы қаласы,,,65 және одан үлкен,,33.7
2014,пайыз,Алматы қаласы,,,65 және одан үлкен,,29.7
2015,пайыз,Алматы қаласы,,,65 және одан үлкен,,9.8
2016,пайыз,Алматы қаласы,,,65 және одан үлкен,,21.0
2017,пайыз,Алматы қаласы,,,65 және одан үлкен,,1.3
2018,пайыз,Алматы қаласы,,,65 және одан үлкен,,5.7
2018,пайыз,Шымкент қаласы,,,15,,0.0
2018,пайыз,Шымкент қаласы,,,16-24,,4.6
2018,пайыз,Шымкент қаласы,,,25-28,,5.1
2018,пайыз,Шымкент қаласы,,,29-34,,2.2
2018,пайыз,Шымкент қаласы,,,35-44,,5.5
2018,пайыз,Шымкент қаласы,,,45-54,,6.1
2018,пайыз,Шымкент қаласы,,,55-64,,1.8
2018,пайыз,Шымкент қаласы,,,65 және одан үлкен,,0.0
