Year,Units,Жынысы,Өңірлер,Аймақ,Білім беру,Отбасылық жағдайы,азаматтығы,GeoCode,Value
2017,1000 туылғанға,қыздар,Алматы,городское население,,,,,3.72
2018,1000 туылғанға,қыздар,Алматы,городское население,,,,,3.6
2010,1000 туылғанға,қыздар,Атырау,городское население,,,,,9.26
2011,1000 туылғанға,қыздар,Атырау,городское население,,,,,8.71
2012,1000 туылғанға,қыздар,Атырау,городское население,,,,,11.36
2013,1000 туылғанға,қыздар,Атырау,городское население,,,,,6.21
2014,1000 туылғанға,қыздар,Атырау,городское население,,,,,4.61
2015,1000 туылғанға,қыздар,Атырау,городское население,,,,,4.17
2016,1000 туылғанға,қыздар,Атырау,городское население,,,,,5.02
2017,1000 туылғанға,қыздар,Атырау,городское население,,,,,4.82
2018,1000 туылғанға,қыздар,Атырау,городское население,,,,,4.94
2010,1000 туылғанға,қыздар,Батыс Қазақстан,городское население,,,,,11.14
2011,1000 туылғанға,қыздар,Батыс Қазақстан,городское население,,,,,7.47
2012,1000 туылғанға,қыздар,Батыс Қазақстан,городское население,,,,,3.93
2013,1000 туылғанға,қыздар,Батыс Қазақстан,городское население,,,,,4.56
2014,1000 туылғанға,қыздар,Батыс Қазақстан,городское население,,,,,6.89
2015,1000 туылғанға,қыздар,Батыс Қазақстан,городское население,,,,,6.48
2016,1000 туылғанға,қыздар,Батыс Қазақстан,городское население,,,,,3.69
2017,1000 туылғанға,қыздар,Батыс Қазақстан,городское население,,,,,6.15
2018,1000 туылғанға,қыздар,Батыс Қазақстан,городское население,,,,,2.15
2010,1000 туылғанға,қыздар,Жамбыл,городское население,,,,,10.92
2011,1000 туылғанға,қыздар,Жамбыл,городское население,,,,,10.58
2012,1000 туылғанға,қыздар,Жамбыл,городское население,,,,,9.17
2013,1000 туылғанға,қыздар,Жамбыл,городское население,,,,,13.68
2014,1000 туылғанға,қыздар,Жамбыл,городское население,,,,,10.22
2015,1000 туылғанға,қыздар,Жамбыл,городское население,,,,,9.23
2016,1000 туылғанға,қыздар,Жамбыл,городское население,,,,,5.6
2017,1000 туылғанға,қыздар,Жамбыл,городское население,,,,,4.51
2018,1000 туылғанға,қыздар,Жамбыл,городское население,,,,,2.52
2010,1000 туылғанға,қыздар,Қарағанды,городское население,,,,,8.39
2011,1000 туылғанға,қыздар,Қарағанды,городское население,,,,,5.23
2012,1000 туылғанға,қыздар,Қарағанды,городское население,,,,,6.11
2013,1000 туылғанға,қыздар,Қарағанды,городское население,,,,,6.29
2014,1000 туылғанға,қыздар,Қарағанды,городское население,,,,,4.17
2015,1000 туылғанға,қыздар,Қарағанды,городское население,,,,,4.3
2016,1000 туылғанға,қыздар,Қарағанды,городское население,,,,,4.35
2017,1000 туылғанға,қыздар,Қарағанды,городское население,,,,,3.93
2018,1000 туылғанға,қыздар,Қарағанды,городское население,,,,,3.77
2010,1000 туылғанға,қыздар,Қостанай,городское население,,,,,6.38
2011,1000 туылғанға,қыздар,Қостанай,городское население,,,,,6.75
2012,1000 туылғанға,қыздар,Қостанай,городское население,,,,,6.96
2013,1000 туылғанға,қыздар,Қостанай,городское население,,,,,4.74
2014,1000 туылғанға,қыздар,Қостанай,городское население,,,,,7.53
2015,1000 туылғанға,қыздар,Қостанай,городское население,,,,,6.74
2016,1000 туылғанға,қыздар,Қостанай,городское население,,,,,5.56
2017,1000 туылғанға,қыздар,Қостанай,городское население,,,,,5.45
2018,1000 туылғанға,қыздар,Қостанай,городское население,,,,,4.72
2010,1000 туылғанға,қыздар,Қызылорда,городское население,,,,,14.7
2011,1000 туылғанға,қыздар,Қызылорда,городское население,,,,,10.96
2012,1000 туылғанға,қыздар,Қызылорда,городское население,,,,,11.53
2013,1000 туылғанға,қыздар,Қызылорда,городское население,,,,,9.34
2014,1000 туылғанға,қыздар,Қызылорда,городское население,,,,,7.5
2015,1000 туылғанға,қыздар,Қызылорда,городское население,,,,,6.77
2016,1000 туылғанға,қыздар,Қызылорда,городское население,,,,,6.86
2017,1000 туылғанға,қыздар,Қызылорда,городское население,,,,,3.87
2018,1000 туылғанға,қыздар,Қызылорда,городское население,,,,,4.54
2010,1000 туылғанға,қыздар,Маңғыстау,городское население,,,,,15.59
2011,1000 туылғанға,қыздар,Маңғыстау,городское население,,,,,13.62
2012,1000 туылғанға,қыздар,Маңғыстау,городское население,,,,,7.87
2013,1000 туылғанға,қыздар,Маңғыстау,городское население,,,,,5.46
2014,1000 туылғанға,қыздар,Маңғыстау,городское население,,,,,3.56
2015,1000 туылғанға,қыздар,Маңғыстау,городское население,,,,,4.33
2016,1000 туылғанға,қыздар,Маңғыстау,городское население,,,,,3.74
2017,1000 туылғанға,қыздар,Маңғыстау,городское население,,,,,3.59
2018,1000 туылғанға,қыздар,Маңғыстау,городское население,,,,,5.44
2010,1000 туылғанға,қыздар,Оңтүстік Қазақстан,городское население,,,,,13.56
2011,1000 туылғанға,қыздар,Оңтүстік Қазақстан,городское население,,,,,11.19
2012,1000 туылғанға,қыздар,Оңтүстік Қазақстан,городское население,,,,,9.38
2013,1000 туылғанға,қыздар,Оңтүстік Қазақстан,городское население,,,,,7.6
2014,1000 туылғанға,қыздар,Оңтүстік Қазақстан,городское население,,,,,6.71
2015,1000 туылғанға,қыздар,Оңтүстік Қазақстан,городское население,,,,,5.63
2016,1000 туылғанға,қыздар,Оңтүстік Қазақстан,городское население,,,,,4.6
2017,1000 туылғанға,қыздар,Оңтүстік Қазақстан,городское население,,,,,4.71
2010,1000 туылғанға,қыздар,Павлодар,городское население,,,,,9.87
2011,1000 туылғанға,қыздар,Павлодар,городское население,,,,,6.37
2012,1000 туылғанға,қыздар,Павлодар,городское население,,,,,4.43
2013,1000 туылғанға,қыздар,Павлодар,городское население,,,,,2.79
2014,1000 туылғанға,қыздар,Павлодар,городское население,,,,,5.03
2015,1000 туылғанға,қыздар,Павлодар,городское население,,,,,4.12
2016,1000 туылғанға,қыздар,Павлодар,городское население,,,,,4.54
2017,1000 туылғанға,қыздар,Павлодар,городское население,,,,,5.27
2018,1000 туылғанға,қыздар,Павлодар,городское население,,,,,4.17
2010,1000 туылғанға,қыздар,Солтүстік Қазақстан,городское население,,,,,8.16
2011,1000 туылғанға,қыздар,Солтүстік Қазақстан,городское население,,,,,4.97
2012,1000 туылғанға,қыздар,Солтүстік Қазақстан,городское население,,,,,8.06
2013,1000 туылғанға,қыздар,Солтүстік Қазақстан,городское население,,,,,5.41
2014,1000 туылғанға,қыздар,Солтүстік Қазақстан,городское население,,,,,3.81
2015,1000 туылғанға,қыздар,Солтүстік Қазақстан,городское население,,,,,4.3
2016,1000 туылғанға,қыздар,Солтүстік Қазақстан,городское население,,,,,3.82
2017,1000 туылғанға,қыздар,Солтүстік Қазақстан,городское население,,,,,5.63
2018,1000 туылғанға,қыздар,Солтүстік Қазақстан,городское население,,,,,6.94
2018,1000 туылғанға,қыздар,Түркістан,городское население,,,,,3.89
2010,1000 туылғанға,қыздар,Шығыс Қазақстан,городское население,,,,,14.63
2011,1000 туылғанға,қыздар,Шығыс Қазақстан,городское население,,,,,11.43
2012,1000 туылғанға,қыздар,Шығыс Қазақстан,городское население,,,,,12.61
2013,1000 туылғанға,қыздар,Шығыс Қазақстан,городское население,,,,,8.12
2014,1000 туылғанға,қыздар,Шығыс Қазақстан,городское население,,,,,8.22
2015,1000 туылғанға,қыздар,Шығыс Қазақстан,городское население,,,,,6.96
2016,1000 туылғанға,қыздар,Шығыс Қазақстан,городское население,,,,,4.83
2017,1000 туылғанға,қыздар,Шығыс Қазақстан,городское население,,,,,3.35
2018,1000 туылғанға,қыздар,Шығыс Қазақстан,городское население,,,,,4.14
2010,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,городское население,,,,,5.85
2011,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,городское население,,,,,6.54
2012,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,городское население,,,,,5.8
2013,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,городское население,,,,,4.95
2014,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,городское население,,,,,3.67
2015,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,городское население,,,,,3.9
2016,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,городское население,,,,,3.17
2017,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,городское население,,,,,3.39
2018,1000 туылғанға,қыздар,Нұр-Сұлтан қаласы,городское население,,,,,2.75
2010,1000 туылғанға,қыздар,Алматы қаласы,городское население,,,,,10.99
2011,1000 туылғанға,қыздар,Алматы қаласы,городское население,,,,,12.7
2012,1000 туылғанға,қыздар,Алматы қаласы,городское население,,,,,8.71
2013,1000 туылғанға,қыздар,Алматы қаласы,городское население,,,,,6.41
2014,1000 туылғанға,қыздар,Алматы қаласы,городское население,,,,,5.04
2015,1000 туылғанға,қыздар,Алматы қаласы,городское население,,,,,5.68
2016,1000 туылғанға,қыздар,Алматы қаласы,городское население,,,,,4.75
2017,1000 туылғанға,қыздар,Алматы қаласы,городское население,,,,,3.85
2018,1000 туылғанға,қыздар,Алматы қаласы,городское население,,,,,5.34
2018,1000 туылғанға,қыздар,Шымкент қаласы,городское население,,,,,4.34
2010,1000 туылғанға,қыздар,,сельское население,,,,,9.05
2011,1000 туылғанға,қыздар,,сельское население,,,,,7.14
2012,1000 туылғанға,қыздар,,сельское население,,,,,7.27
2013,1000 туылғанға,қыздар,,сельское население,,,,,5.45
2014,1000 туылғанға,қыздар,,сельское население,,,,,4.56
2015,1000 туылғанға,қыздар,,сельское население,,,,,3.8
2016,1000 туылғанға,қыздар,,сельское население,,,,,4.2
2017,1000 туылғанға,қыздар,,сельское население,,,,,3.79
2018,1000 туылғанға,қыздар,,сельское население,,,,,3.33
2010,1000 туылғанға,қыздар,Ақмола,сельское население,,,,,6.32
2011,1000 туылғанға,қыздар,Ақмола,сельское население,,,,,8.06
2012,1000 туылғанға,қыздар,Ақмола,сельское население,,,,,5.68
2013,1000 туылғанға,қыздар,Ақмола,сельское население,,,,,4.37
2014,1000 туылғанға,қыздар,Ақмола,сельское население,,,,,5.41
2015,1000 туылғанға,қыздар,Ақмола,сельское население,,,,,1.73
2016,1000 туылғанға,қыздар,Ақмола,сельское население,,,,,3.23
2017,1000 туылғанға,қыздар,Ақмола,сельское население,,,,,3.93
2018,1000 туылғанға,қыздар,Ақмола,сельское население,,,,,2.02
2010,1000 туылғанға,қыздар,Ақтөбе,сельское население,,,,,9.04
2011,1000 туылғанға,қыздар,Ақтөбе,сельское население,,,,,5.29
2012,1000 туылғанға,қыздар,Ақтөбе,сельское население,,,,,4.14
2013,1000 туылғанға,қыздар,Ақтөбе,сельское население,,,,,5.74
2014,1000 туылғанға,қыздар,Ақтөбе,сельское население,,,,,3.36
2015,1000 туылғанға,қыздар,Ақтөбе,сельское население,,,,,3.41
2016,1000 туылғанға,қыздар,Ақтөбе,сельское население,,,,,3.99
2017,1000 туылғанға,қыздар,Ақтөбе,сельское население,,,,,5.33
2018,1000 туылғанға,қыздар,Ақтөбе,сельское население,,,,,6.27
2010,1000 туылғанға,қыздар,Алматы,сельское население,,,,,1.12
2011,1000 туылғанға,қыздар,Алматы,сельское население,,,,,5.81
2012,1000 туылғанға,қыздар,Алматы,сельское население,,,,,5.33
2013,1000 туылғанға,қыздар,Алматы,сельское население,,,,,3.93
2014,1000 туылғанға,қыздар,Алматы,сельское население,,,,,4.66
2015,1000 туылғанға,қыздар,Алматы,сельское население,,,,,3.46
2016,1000 туылғанға,қыздар,Алматы,сельское население,,,,,4.03
2017,1000 туылғанға,қыздар,Алматы,сельское население,,,,,4.14
2018,1000 туылғанға,қыздар,Алматы,сельское население,,,,,3.41
2010,1000 туылғанға,қыздар,Атырау,сельское население,,,,,11.33
2011,1000 туылғанға,қыздар,Атырау,сельское население,,,,,11.54
2012,1000 туылғанға,қыздар,Атырау,сельское население,,,,,11.76
2013,1000 туылғанға,қыздар,Атырау,сельское население,,,,,5.0
2014,1000 туылғанға,қыздар,Атырау,сельское население,,,,,4.51
2015,1000 туылғанға,қыздар,Атырау,сельское население,,,,,3.85
2016,1000 туылғанға,қыздар,Атырау,сельское население,,,,,4.84
2017,1000 туылғанға,қыздар,Атырау,сельское население,,,,,3.98
2018,1000 туылғанға,қыздар,Атырау,сельское население,,,,,2.66
2010,1000 туылғанға,қыздар,Батыс Қазақстан,сельское население,,,,,7.52
2011,1000 туылғанға,қыздар,Батыс Қазақстан,сельское население,,,,,8.26
2012,1000 туылғанға,қыздар,Батыс Қазақстан,сельское население,,,,,5.97
2013,1000 туылғанға,қыздар,Батыс Қазақстан,сельское население,,,,,4.74
2014,1000 туылғанға,қыздар,Батыс Қазақстан,сельское население,,,,,3.02
2015,1000 туылғанға,қыздар,Батыс Қазақстан,сельское население,,,,,2.42
2016,1000 туылғанға,қыздар,Батыс Қазақстан,сельское население,,,,,2.93
2017,1000 туылғанға,қыздар,Батыс Қазақстан,сельское население,,,,,2.26
2018,1000 туылғанға,қыздар,Батыс Қазақстан,сельское население,,,,,3.81
2010,1000 туылғанға,қыздар,Жамбыл,сельское население,,,,,7.61
2011,1000 туылғанға,қыздар,Жамбыл,сельское население,,,,,7.48
2012,1000 туылғанға,қыздар,Жамбыл,сельское население,,,,,5.99
2013,1000 туылғанға,қыздар,Жамбыл,сельское население,,,,,6.38
2014,1000 туылғанға,қыздар,Жамбыл,сельское население,,,,,3.48
2015,1000 туылғанға,қыздар,Жамбыл,сельское население,,,,,3.6
2016,1000 туылғанға,қыздар,Жамбыл,сельское население,,,,,2.43
2017,1000 туылғанға,қыздар,Жамбыл,сельское население,,,,,2.0
2018,1000 туылғанға,қыздар,Жамбыл,сельское население,,,,,2.24
2010,1000 туылғанға,қыздар,Қарағанды,сельское население,,,,,9.07
2011,1000 туылғанға,қыздар,Қарағанды,сельское население,,,,,6.28
2012,1000 туылғанға,қыздар,Қарағанды,сельское население,,,,,6.65
2013,1000 туылғанға,қыздар,Қарағанды,сельское население,,,,,3.22
2014,1000 туылғанға,қыздар,Қарағанды,сельское население,,,,,3.99
2015,1000 туылғанға,қыздар,Қарағанды,сельское население,,,,,2.11
2016,1000 туылғанға,қыздар,Қарағанды,сельское население,,,,,3.56
2017,1000 туылғанға,қыздар,Қарағанды,сельское население,,,,,3.17
2018,1000 туылғанға,қыздар,Қарағанды,сельское население,,,,,3.14
2010,1000 туылғанға,қыздар,Қостанай,сельское население,,,,,5.62
2011,1000 туылғанға,қыздар,Қостанай,сельское население,,,,,6.64
2012,1000 туылғанға,қыздар,Қостанай,сельское население,,,,,7.99
2013,1000 туылғанға,қыздар,Қостанай,сельское население,,,,,6.92
2014,1000 туылғанға,қыздар,Қостанай,сельское население,,,,,7.18
2015,1000 туылғанға,қыздар,Қостанай,сельское население,,,,,4.71
2016,1000 туылғанға,қыздар,Қостанай,сельское население,,,,,5.23
2017,1000 туылғанға,қыздар,Қостанай,сельское население,,,,,3.88
2018,1000 туылғанға,қыздар,Қостанай,сельское население,,,,,5.66
2010,1000 туылғанға,қыздар,Қызылорда,сельское население,,,,,13.69
2011,1000 туылғанға,қыздар,Қызылорда,сельское население,,,,,8.74
2012,1000 туылғанға,қыздар,Қызылорда,сельское население,,,,,12.19
2013,1000 туылғанға,қыздар,Қызылорда,сельское население,,,,,6.32
2014,1000 туылғанға,қыздар,Қызылорда,сельское население,,,,,6.14
2015,1000 туылғанға,қыздар,Қызылорда,сельское население,,,,,4.77
2016,1000 туылғанға,қыздар,Қызылорда,сельское население,,,,,3.95
2017,1000 туылғанға,қыздар,Қызылорда,сельское население,,,,,3.77
2018,1000 туылғанға,қыздар,Қызылорда,сельское население,,,,,2.88
2010,1000 туылғанға,қыздар,Маңғыстау,сельское население,,,,,13.08
2011,1000 туылғанға,қыздар,Маңғыстау,сельское население,,,,,10.15
2012,1000 туылғанға,қыздар,Маңғыстау,сельское население,,,,,9.4
2013,1000 туылғанға,қыздар,Маңғыстау,сельское население,,,,,4.75
2014,1000 туылғанға,қыздар,Маңғыстау,сельское население,,,,,3.59
2015,1000 туылғанға,қыздар,Маңғыстау,сельское население,,,,,2.42
2016,1000 туылғанға,қыздар,Маңғыстау,сельское население,,,,,5.3
2017,1000 туылғанға,қыздар,Маңғыстау,сельское население,,,,,4.72
2018,1000 туылғанға,қыздар,Маңғыстау,сельское население,,,,,4.9
2010,1000 туылғанға,қыздар,Оңтүстік Қазақстан,сельское население,,,,,9.61
2011,1000 туылғанға,қыздар,Оңтүстік Қазақстан,сельское население,,,,,5.71
2012,1000 туылғанға,қыздар,Оңтүстік Қазақстан,сельское население,,,,,7.82
2013,1000 туылғанға,қыздар,Оңтүстік Қазақстан,сельское население,,,,,6.28
2014,1000 туылғанға,қыздар,Оңтүстік Қазақстан,сельское население,,,,,4.69
2015,1000 туылғанға,қыздар,Оңтүстік Қазақстан,сельское население,,,,,5.05
2016,1000 туылғанға,қыздар,Оңтүстік Қазақстан,сельское население,,,,,5.09
2017,1000 туылғанға,қыздар,Оңтүстік Қазақстан,сельское население,,,,,3.83
2018,1000 туылғанға,қыздар,Оңтүстік Қазақстан,сельское население,,,,,3.21
2010,1000 туылғанға,қыздар,Павлодар,сельское население,,,,,4.53
2011,1000 туылғанға,қыздар,Павлодар,сельское население,,,,,11.8
2012,1000 туылғанға,қыздар,Павлодар,сельское население,,,,,5.6
2013,1000 туылғанға,қыздар,Павлодар,сельское население,,,,,3.56
2014,1000 туылғанға,қыздар,Павлодар,сельское население,,,,,4.57
2015,1000 туылғанға,қыздар,Павлодар,сельское население,,,,,3.17
2016,1000 туылғанға,қыздар,Павлодар,сельское население,,,,,3.74
2017,1000 туылғанға,қыздар,Павлодар,сельское население,,,,,2.23
2018,1000 туылғанға,қыздар,Павлодар,сельское население,,,,,1.15
2010,1000 туылғанға,қыздар,Солтүстік Қазақстан,сельское население,,,,,7.84
2011,1000 туылғанға,қыздар,Солтүстік Қазақстан,сельское население,,,,,5.5
2012,1000 туылғанға,қыздар,Солтүстік Қазақстан,сельское население,,,,,4.17
2013,1000 туылғанға,қыздар,Солтүстік Қазақстан,сельское население,,,,,5.32
2014,1000 туылғанға,қыздар,Солтүстік Қазақстан,сельское население,,,,,4.17
2015,1000 туылғанға,қыздар,Солтүстік Қазақстан,сельское население,,,,,2.97
2016,1000 туылғанға,қыздар,Солтүстік Қазақстан,сельское население,,,,,4.71
2017,1000 туылғанға,қыздар,Солтүстік Қазақстан,сельское население,,,,,4.25
2018,1000 туылғанға,қыздар,Солтүстік Қазақстан,сельское население,,,,,2.85
2018,1000 туылғанға,қыздар,Түркістан,сельское население,,,,,3.21
2010,1000 туылғанға,қыздар,Шығыс Қазақстан,сельское население,,,,,12.71
2011,1000 туылғанға,қыздар,Шығыс Қазақстан,сельское население,,,,,10.57
2012,1000 туылғанға,қыздар,Шығыс Қазақстан,сельское население,,,,,9.28
2013,1000 туылғанға,қыздар,Шығыс Қазақстан,сельское население,,,,,7.7
2014,1000 туылғанға,қыздар,Шығыс Қазақстан,сельское население,,,,,5.09
2015,1000 туылғанға,қыздар,Шығыс Қазақстан,сельское население,,,,,3.62
2016,1000 туылғанға,қыздар,Шығыс Қазақстан,сельское население,,,,,3.55
2017,1000 туылғанға,қыздар,Шығыс Қазақстан,сельское население,,,,,4.64
2018,1000 туылғанға,қыздар,Шығыс Қазақстан,сельское население,,,,,3.48
2010,пайыз,ұлдар,,,жоғары,,,,16.8
2011,пайыз,ұлдар,,,жоғары,,,,17.8
2012,пайыз,ұлдар,,,жоғары,,,,14.3
2013,пайыз,ұлдар,,,жоғары,,,,8.8
2014,пайыз,ұлдар,,,жоғары,,,,10.9
2015,пайыз,ұлдар,,,жоғары,,,,9.3
2016,пайыз,ұлдар,,,жоғары,,,,10.6
2017,пайыз,ұлдар,,,жоғары,,,,10.0
2018,пайыз,ұлдар,,,жоғары,,,,10.0
2010,пайыз,ұлдар,,,толық емес жоғары,,,,2.3
2011,пайыз,ұлдар,,,толық емес жоғары,,,,2.2
2012,пайыз,ұлдар,,,толық емес жоғары,,,,1.6
2013,пайыз,ұлдар,,,толық емес жоғары,,,,1.0
2014,пайыз,ұлдар,,,толық емес жоғары,,,,1.4
2015,пайыз,ұлдар,,,толық емес жоғары,,,,1.0
2016,пайыз,ұлдар,,,толық емес жоғары,,,,0.9
2017,пайыз,ұлдар,,,толық емес жоғары,,,,0.9
2018,пайыз,ұлдар,,,толық емес жоғары,,,,0.6
2010,пайыз,ұлдар,,,орта кәсіби,,,,15.1
2011,пайыз,ұлдар,,,орта кәсіби,,,,17.4
2012,пайыз,ұлдар,,,орта кәсіби,,,,13.1
2013,пайыз,ұлдар,,,орта кәсіби,,,,9.9
2014,пайыз,ұлдар,,,орта кәсіби,,,,8.9
2015,пайыз,ұлдар,,,орта кәсіби,,,,8.5
2016,пайыз,ұлдар,,,орта кәсіби,,,,9.4
2017,пайыз,ұлдар,,,орта кәсіби,,,,6.9
2018,пайыз,ұлдар,,,орта кәсіби,,,,11.5
2010,пайыз,ұлдар,,,орташа жалпы,,,,47.5
2011,пайыз,ұлдар,,,орташа жалпы,,,,47.5
2012,пайыз,ұлдар,,,орташа жалпы,,,,40.6
2013,пайыз,ұлдар,,,орташа жалпы,,,,28.2
2014,пайыз,ұлдар,,,орташа жалпы,,,,24.6
2015,пайыз,ұлдар,,,орташа жалпы,,,,22.1
2016,пайыз,ұлдар,,,орташа жалпы,,,,24.1
2017,пайыз,ұлдар,,,орташа жалпы,,,,25.7
2018,пайыз,ұлдар,,,орташа жалпы,,,,24.6
2010,пайыз,ұлдар,,,толық емес орта,,,,1.5
2011,пайыз,ұлдар,,,толық емес орта,,,,2.3
2012,пайыз,ұлдар,,,толық емес орта,,,,1.5
2013,пайыз,ұлдар,,,толық емес орта,,,,1.4
2014,пайыз,ұлдар,,,толық емес орта,,,,1.5
2015,пайыз,ұлдар,,,толық емес орта,,,,1.7
2016,пайыз,ұлдар,,,толық емес орта,,,,1.0
2017,пайыз,ұлдар,,,толық емес орта,,,,1.1
2018,пайыз,ұлдар,,,толық емес орта,,,,1.1
2010,пайыз,ұлдар,,,бастапқы және төменгі,,,,6.2
2011,пайыз,ұлдар,,,бастапқы және төменгі,,,,3.2
2012,пайыз,ұлдар,,,бастапқы және төменгі,,,,4.8
2013,пайыз,ұлдар,,,бастапқы және төменгі,,,,5.5
2014,пайыз,ұлдар,,,бастапқы және төменгі,,,,2.3
2015,пайыз,ұлдар,,,бастапқы және төменгі,,,,3.7
2016,пайыз,ұлдар,,,бастапқы және төменгі,,,,3.1
2017,пайыз,ұлдар,,,бастапқы және төменгі,,,,2.5
2018,пайыз,ұлдар,,,бастапқы және төменгі,,,,2.3
2010,пайыз,ұлдар,,,көрсетілмеген,,,,10.7
2011,пайыз,ұлдар,,,көрсетілмеген,,,,9.6
2012,пайыз,ұлдар,,,көрсетілмеген,,,,24.0
2013,пайыз,ұлдар,,,көрсетілмеген,,,,45.2
2014,пайыз,ұлдар,,,көрсетілмеген,,,,50.3
2015,пайыз,ұлдар,,,көрсетілмеген,,,,53.7
2016,пайыз,ұлдар,,,көрсетілмеген,,,,50.8
2017,пайыз,ұлдар,,,көрсетілмеген,,,,52.9
2018,пайыз,ұлдар,,,көрсетілмеген,,,,49.8
2010,пайыз,қыздар,,,жоғары,,,,15.7
2011,пайыз,қыздар,,,жоғары,,,,18.3
2012,пайыз,қыздар,,,жоғары,,,,13.7
2013,пайыз,қыздар,,,жоғары,,,,8.2
2014,пайыз,қыздар,,,жоғары,,,,11.4
2015,пайыз,қыздар,,,жоғары,,,,9.5
2016,пайыз,қыздар,,,жоғары,,,,9.3
2017,пайыз,қыздар,,,жоғары,,,,10.2
2018,пайыз,қыздар,,,жоғары,,,,12.2
2010,пайыз,қыздар,,,толық емес жоғары,,,,1.5
2011,пайыз,қыздар,,,толық емес жоғары,,,,2.1
2012,пайыз,қыздар,,,толық емес жоғары,,,,1.3
2013,пайыз,қыздар,,,толық емес жоғары,,,,1.3
2014,пайыз,қыздар,,,толық емес жоғары,,,,1.5
2015,пайыз,қыздар,,,толық емес жоғары,,,,0.7
2016,пайыз,қыздар,,,толық емес жоғары,,,,0.8
2017,пайыз,қыздар,,,толық емес жоғары,,,,1.0
2018,пайыз,қыздар,,,толық емес жоғары,,,,0.6
2010,пайыз,қыздар,,,орта кәсіби,,,,14.9
2011,пайыз,қыздар,,,орта кәсіби,,,,16.5
2012,пайыз,қыздар,,,орта кәсіби,,,,15.1
2013,пайыз,қыздар,,,орта кәсіби,,,,9.3
2014,пайыз,қыздар,,,орта кәсіби,,,,11.0
2015,пайыз,қыздар,,,орта кәсіби,,,,7.7
2016,пайыз,қыздар,,,орта кәсіби,,,,9.7
2017,пайыз,қыздар,,,орта кәсіби,,,,8.7
2018,пайыз,қыздар,,,орта кәсіби,,,,11.3
2010,пайыз,қыздар,,,орташа жалпы,,,,49.7
2011,пайыз,қыздар,,,орташа жалпы,,,,48.5
2012,пайыз,қыздар,,,орташа жалпы,,,,39.7
2013,пайыз,қыздар,,,орташа жалпы,,,,27.9
2014,пайыз,қыздар,,,орташа жалпы,,,,24.8
2015,пайыз,қыздар,,,орташа жалпы,,,,22.6
2016,пайыз,қыздар,,,орташа жалпы,,,,24.6
2017,пайыз,қыздар,,,орташа жалпы,,,,24.3
2018,пайыз,қыздар,,,орташа жалпы,,,,24.1
2010,пайыз,қыздар,,,толық емес орта,,,,1.5
2011,пайыз,қыздар,,,толық емес орта,,,,1.6
2012,пайыз,қыздар,,,толық емес орта,,,,1.4
2013,пайыз,қыздар,,,толық емес орта,,,,1.6
2014,пайыз,қыздар,,,толық емес орта,,,,0.9
2015,пайыз,қыздар,,,толық емес орта,,,,1.3
2016,пайыз,қыздар,,,толық емес орта,,,,0.9
2017,пайыз,қыздар,,,толық емес орта,,,,1.3
2018,пайыз,қыздар,,,толық емес орта,,,,1.4
2010,пайыз,қыздар,,,бастапқы және төменгі,,,,5.8
2011,пайыз,қыздар,,,бастапқы және төменгі,,,,3.3
2012,пайыз,қыздар,,,бастапқы және төменгі,,,,4.7
2013,пайыз,қыздар,,,бастапқы және төменгі,,,,4.9
2014,пайыз,қыздар,,,бастапқы және төменгі,,,,1.6
2015,пайыз,қыздар,,,бастапқы және төменгі,,,,4.3
2016,пайыз,қыздар,,,бастапқы және төменгі,,,,3.6
2017,пайыз,қыздар,,,бастапқы және төменгі,,,,3.3
2018,пайыз,қыздар,,,бастапқы және төменгі,,,,1.1
2010,пайыз,қыздар,,,көрсетілмеген,,,,10.9
2011,пайыз,қыздар,,,көрсетілмеген,,,,9.7
2012,пайыз,қыздар,,,көрсетілмеген,,,,24.1
2013,пайыз,қыздар,,,көрсетілмеген,,,,46.8
2014,пайыз,қыздар,,,көрсетілмеген,,,,48.7
2015,пайыз,қыздар,,,көрсетілмеген,,,,53.9
2016,пайыз,қыздар,,,көрсетілмеген,,,,51.1
2017,пайыз,қыздар,,,көрсетілмеген,,,,51.3
2018,пайыз,қыздар,,,көрсетілмеген,,,,49.4
2010,пайыз,,,городское население,жоғары,,,,22.3
2011,пайыз,,,городское население,жоғары,,,,23.8
2012,пайыз,,,городское население,жоғары,,,,19.5
2013,пайыз,,,городское население,жоғары,,,,12.1
2014,пайыз,,,городское население,жоғары,,,,14.9
2015,пайыз,,,городское население,жоғары,,,,13.0
2016,пайыз,,,городское население,жоғары,,,,13.9
2017,пайыз,,,городское население,жоғары,,,,12.5
2018,пайыз,,,городское население,жоғары,,,,12.2
2010,пайыз,,,городское население,толық емес жоғары,,,,2.9
2011,пайыз,,,городское население,толық емес жоғары,,,,2.7
2012,пайыз,,,городское население,толық емес жоғары,,,,1.8
2013,пайыз,,,городское население,толық емес жоғары,,,,1.2
